time, flightMode, statIgniter1, statIgniter2, statIgniter3, statIgniter4, statAccelerometer, statBarometer, statGPS, statSD, temperature, altitude, altitude_ft, speed, acceleration, gps_fix, latitude, longitude, pitch, yaw, roll, batt1_mV, batt2_mV, batt3_mV
1142.824, 1, 0, 0, , , 1, 1, , 1, 18.64, -0.5, -1.64, NaN, 0.99, 0, 0, 0, 4.93, 0.62, , , , 
1142.951, 1, 0, 0, , , 1, 1, , 1, 18.64, -0.53, -1.73, -0.22, 0.98, 0, 0, 0, 3.72, 2.33, , , , 
1143.094, 1, 0, 0, , , 1, 1, , 1, 18.65, -0.55, -1.81, -0.16, 0.98, 0, 0, 0, 4.41, 1.11, , , , 
1143.206, 1, 0, 0, , , 1, 1, , 1, 18.65, -0.57, -1.88, -0.19, 0.98, 0, 0, 0, 4.07, 1.71, , , , 
1143.351, 1, 0, 0, , , 1, 1, , 1, 18.65, -0.59, -1.93, -0.12, 0.98, 0, 0, 0, 3.98, 1.54, , , , 
1143.59, 1, 0, 0, , , 1, 1, , 1, 18.65, -0.6, -1.96, -0.04, 0.98, 0, 0, 0, 3.86, 1.54, , , , 
1143.703, 1, 0, 0, , , 1, 1, , 1, 18.66, -0.61, -2, -0.09, 0.98, 0, 0, 0, 3.91, 2.34, , , , 
1143.862, 1, 0, 0, , , 1, 1, , 1, 18.67, -0.62, -2.04, -0.07, 0.98, 0, 0, 0, 4.54, 2.19, , , , 
1143.99, 1, 0, 0, , , 1, 1, , 1, 18.67, -0.63, -2.06, -0.05, 0.98, 0, 0, 0, 5.45, 1.76, , , , 
1144.151, 1, 0, 0, , , 1, 1, , 1, 18.67, -0.63, -2.08, -0.03, 0.98, 0, 0, 0, 4.69, 2.96, , , , 
1144.278, 1, 0, 0, , , 1, 1, , 1, 18.67, -0.64, -2.09, -0.05, 0.98, 0, 0, 0, 6.55, 2.15, , , , 
1144.422, 1, 0, 0, , , 1, 1, , 1, 18.68, -0.64, -2.09, 0.02, 0.98, 0, 0, 0, 2.95, 2.81, , , , 
1144.551, 1, 0, 0, , , 1, 1, , 1, 18.68, -0.64, -2.09, 0.02, 0.98, 0, 0, 0, 4.76, 0.68, , , , 
1144.694, 1, 0, 0, , , 1, 1, , 1, 18.68, -0.63, -2.08, 0.04, 0.98, 0, 0, 0, 3.81, 1.54, , , , 
1144.822, 1, 0, 0, , , 1, 1, , 1, 18.68, -0.63, -2.08, -0.02, 0.98, 0, 0, 0, 3.59, 0.88, , , , 
1144.966, 1, 0, 0, , , 1, 1, , 1, 18.69, -0.64, -2.1, -0.06, 0.98, 0, 0, 0, 5.05, 1.59, , , , 
1145.094, 1, 0, 0, , , 1, 1, , 1, 18.69, -0.64, -2.11, -0.02, 0.98, 0, 0, 0, 3.89, 1.9, , , , 
1145.239, 1, 0, 0, , , 1, 1, , 1, 18.7, -0.65, -2.12, -0.04, 0.98, 0, 0, 0, 4.55, 1.63, , , , 
1145.35, 1, 0, 0, , , 1, 1, , 1, 18.7, -0.65, -2.12, 0.03, 0.98, 0, 0, 0, 4.31, 2.27, , , , 
1145.494, 1, 0, 0, , , 1, 1, , 1, 18.7, -0.64, -2.11, 0.04, 0.99, 0, 0, 0, 3.42, 0.93, , , , 
1145.622, 1, 0, 0, , , 1, 1, , 1, 18.71, -0.64, -2.12, -0.04, 0.98, 0, 0, 0, 4.27, 1.57, , , , 
1145.83, 1, 0, 0, , , 1, 1, , 1, 18.71, -0.65, -2.13, -0.04, 0.98, 0, 0, 0, 4.58, 1.71, , , , 
1146.007, 1, 0, 0, , , 1, 1, , 1, 18.71, -0.65, -2.13, 0, 0.98, 0, 0, 0, 3.85, 1.88, , , , 
1146.278, 1, 0, 0, , , 1, 1, , 1, 18.72, -0.66, -2.17, -0.04, 0.98, 0, 0, 0, 4.09, 1.51, , , , 
1146.407, 1, 0, 0, , , 1, 1, , 1, 18.72, -0.66, -2.17, -0.02, 0.98, 0, 0, 0, 4.23, 1.37, , , , 
1146.566, 1, 0, 0, , , 1, 1, , 1, 18.72, -0.67, -2.2, -0.06, 0.98, 0, 0, 0, 3.92, 1.59, , , , 
1147.222, 1, 0, 0, , , 1, 1, , 1, 18.74, -0.68, -2.24, -0.02, 0.98, 0, 0, 0, 3.24, 2.88, , , , 
1147.381, 1, 0, 0, , , 1, 1, , 1, 18.74, -0.69, -2.25, -0.04, 0.98, 0, 0, 0, 6.05, 1.65, , , , 
1147.494, 1, 0, 0, , , 1, 1, , 1, 18.75, -0.69, -2.27, -0.01, 0.99, 0, 0, 0, 5.53, 1.93, , , , 
1147.717, 1, 0, 0, , , 1, 1, , 1, 18.75, -0.69, -2.26, 0, 0.98, 0, 0, 0, 2.42, 3.37, , , , 
1147.91, 1, 0, 0, , , 1, 1, , 1, 18.75, -0.67, -2.21, 0.08, 0.98, 0, 0, 0, 3.58, 2.22, , , , 
1148.133, 1, 0, 0, , , 1, 1, , 1, 18.76, -0.67, -2.18, 0.02, 0.99, 0, 0, 0, 4.59, 0.4, , , , 
1148.262, 1, 0, 0, , , 1, 1, , 1, 18.76, -0.66, -2.16, 0.09, 0.98, 0, 0, 0, 3.3, 2.08, , , , 
1148.437, 1, 0, 0, , , 1, 1, , 1, 18.76, -0.65, -2.14, 0.05, 0.98, 0, 0, 0, 3.28, 3.69, , , , 
1148.71, 1, 0, 0, , , 1, 1, , 1, 18.77, -0.64, -2.11, 0.02, 0.98, 0, 0, 0, 4.61, 5.37, , , , 
1148.821, 1, 0, 0, , , 1, 1, , 1, 18.77, -0.64, -2.09, 0.02, 0.98, 0, 0, 0, 3.92, 3.27, , , , 
1148.982, 1, 0, 0, , , 1, 1, , 1, 18.78, -0.63, -2.08, 0.03, 0.98, 0, 0, 0, 4.91, 1.34, , , , 
1149.093, 1, 0, 0, , , 1, 1, , 1, 18.78, -0.63, -2.08, -0.03, 0.98, 0, 0, 0, 3.84, 3.25, , , , 
1149.237, 1, 0, 0, , , 1, 1, , 1, 18.78, -0.63, -2.07, -0.01, 0.98, 0, 0, 0, 4.33, 0.17, , , , 
1149.365, 1, 0, 0, , , 1, 1, , 1, 18.78, -0.63, -2.06, 0.01, 0.98, 0, 0, 0, 3.86, 2.39, , , , 
1149.509, 1, 0, 0, , , 1, 1, , 1, 18.79, -0.63, -2.05, 0.03, 0.98, 0, 0, 0, 5.17, 2.51, , , , 
1149.637, 1, 0, 0, , , 1, 1, , 1, 18.79, -0.63, -2.05, 0.04, 0.99, 0, 0, 0, 3.48, 1.5, , , , 
1149.781, 1, 0, 0, , , 1, 1, , 1, 18.79, -0.63, -2.08, -0.02, 0.99, 0, 0, 0, 5.01, 0.26, , , , 
1149.909, 1, 0, 0, , , 1, 1, , 1, 18.8, -0.64, -2.11, -0.09, 0.98, 0, 0, 0, 3.53, 1.17, , , , 
1150.053, 1, 0, 0, , , 1, 1, , 1, 18.8, -0.65, -2.13, -0.06, 0.98, 0, 0, 0, 4.5, 1.54, , , , 
1150.261, 1, 0, 0, , , 1, 1, , 1, 18.8, -0.66, -2.15, -0.03, 0.98, 0, 0, 0, 4.96, 4, , , , 
1150.389, 1, 0, 0, , , 1, 1, , 1, 18.81, -0.67, -2.19, -0.06, 0.98, 0, 0, 0, 6.8, 1.94, , , , 
1150.565, 1, 0, 0, , , 1, 1, , 1, 18.8, -0.66, -2.17, 0.05, 0.98, 0, 0, 0, 5.48, 3.56, , , , 
1150.677, 1, 0, 0, , , 1, 1, , 1, 18.8, -0.66, -2.18, -0.04, 0.98, 0, 0, 0, 6.71, 3.54, , , , 
1150.837, 1, 0, 0, , , 1, 1, , 1, 18.81, -0.67, -2.19, -0.05, 0.98, 0, 0, 0, 5.2, 4.13, , , , 
1150.965, 1, 0, 0, , , 1, 1, , 1, 18.81, -0.67, -2.21, -0.03, 0.98, 0, 0, 0, 4.51, 1.93, , , , 
1151.125, 1, 0, 0, , , 1, 1, , 1, 18.82, -0.68, -2.24, -0.08, 0.98, 0, 0, 0, 4.35, 2.02, , , , 
1151.237, 1, 0, 0, , , 1, 1, , 1, 18.82, -0.69, -2.28, -0.12, 0.98, 0, 0, 0, 5, 0.91, , , , 
1151.381, 1, 0, 0, , , 1, 1, , 1, 18.82, -0.71, -2.32, -0.11, 0.99, 0, 0, 0, 3.91, 1.13, , , , 
1151.509, 1, 0, 0, , , 1, 1, , 1, 18.83, -0.72, -2.37, -0.09, 0.98, 0, 0, 0, 4.01, 2.28, , , , 
1151.653, 1, 0, 0, , , 1, 1, , 1, 18.83, -0.74, -2.41, -0.11, 0.98, 0, 0, 0, 3.89, 2.22, , , , 
1151.781, 1, 0, 0, , , 1, 1, , 1, 18.84, -0.75, -2.46, -0.09, 0.98, 0, 0, 0, 4.85, 1.75, , , , 
1151.925, 1, 0, 0, , , 1, 1, , 1, 18.84, -0.76, -2.51, -0.09, 0.98, 0, 0, 0, 6.1, 2.31, , , , 
1152.038, 1, 0, 0, , , 1, 1, , 1, 18.84, -0.78, -2.54, -0.13, 0.98, 0, 0, 0, 5.32, 3.47, , , , 
1152.197, 1, 0, 0, , , 1, 1, , 1, 18.84, -0.79, -2.58, -0.05, 0.98, 0, 0, 0, 5.96, 3.85, , , , 
1152.405, 1, 0, 0, , , 1, 1, , 1, 18.85, -0.8, -2.62, -0.04, 0.98, 0, 0, 0, 4.97, 3.73, , , , 
1152.533, 1, 0, 0, , , 1, 1, , 1, 18.85, -0.81, -2.64, -0.04, 0.98, 0, 0, 0, 4.68, 3.36, , , , 
1152.693, 1, 0, 0, , , 1, 1, , 1, 18.85, -0.81, -2.66, -0.01, 0.98, 0, 0, 0, 4.52, 2.59, , , , 
1152.805, 1, 0, 0, , , 1, 1, , 1, 18.86, -0.82, -2.68, -0.06, 0.98, 0, 0, 0, 3.21, 1.65, , , , 
1152.964, 1, 0, 0, , , 1, 1, , 1, 18.86, -0.82, -2.69, 0, 0.98, 0, 0, 0, 4.18, 1.59, , , , 
1153.093, 1, 0, 0, , , 1, 1, , 1, 18.86, -0.82, -2.69, -0.01, 0.98, 0, 0, 0, 4.66, 1.45, , , , 
1153.268, 1, 0, 0, , , 1, 1, , 1, 18.86, -0.82, -2.7, -0.01, 0.98, 0, 0, 0, 3.8, 2.19, , , , 
1153.38, 1, 0, 0, , , 1, 1, , 1, 18.87, -0.83, -2.71, -0.05, 0.98, 0, 0, 0, 3.92, 2.11, , , , 
1153.525, 1, 0, 0, , , 1, 1, , 1, 18.87, -0.83, -2.71, 0.02, 0.98, 0, 0, 0, 4.77, 2.7, , , , 
1153.652, 1, 0, 0, , , 1, 1, , 1, 18.87, -0.83, -2.73, -0.01, 0.98, 0, 0, 0, 5.34, 1.25, , , , 
1153.86, 1, 0, 0, , , 1, 1, , 1, 18.87, -0.84, -2.76, -0.05, 0.98, 0, 0, 0, 4.74, 2.91, , , , 
1154.452, 1, 0, 0, , , 1, 1, , 1, 18.89, -0.83, -2.73, 0.02, 0.97, 0, 0, 0, 5.63, 0.72, , , , 
1154.597, 1, 0, 0, , , 1, 1, , 1, 18.89, -0.82, -2.68, 0.09, 0.98, 0, 0, 0, 4.24, 2.71, , , , 
1154.868, 1, 0, 0, , , 1, 1, , 1, 18.89, -0.8, -2.63, 0.07, 0.99, 0, 0, 0, 2.96, 3.28, , , , 
1155.108, 1, 0, 0, , , 1, 1, , 1, 18.9, -0.78, -2.58, 0.06, 0.98, 0, 0, 0, 3.65, 3.17, , , , 
1155.397, 1, 0, 0, , , 1, 1, , 1, 18.9, -0.78, -2.55, 0.01, 0.98, 0, 0, 0, 3.01, 1.39, , , , 
1155.508, 1, 0, 0, , , 1, 1, , 1, 18.87, -0.72, -2.36, 0.54, 0.98, 0, 0, 0, 6.09, 1.9, , , , 
1155.797, 1, 0, 0, , , 1, 1, , 1, 18.89, -0.64, -2.1, 0.28, 0.98, 0, 0, 0, 4.54, 1.37, , , , 
1155.94, 1, 0, 0, , , 1, 1, , 1, 18.9, -0.61, -2.01, 0.19, 0.98, 0, 0, 0, 4.31, 2.7, , , , 
1156.052, 1, 0, 0, , , 1, 1, , 1, 18.9, -0.59, -1.94, 0.18, 0.98, 0, 0, 0, 4.78, 1.6, , , , 
1156.197, 1, 0, 0, , , 1, 1, , 1, 18.91, -0.58, -1.89, 0.1, 0.98, 0, 0, 0, 4.27, 2.37, , , , 
1156.324, 1, 0, 0, , , 1, 1, , 1, 18.91, -0.56, -1.83, 0.17, 0.98, 0, 0, 0, 5.07, 3.48, , , , 
1156.596, 1, 0, 0, , , 1, 1, , 1, 18.92, -0.53, -1.73, 0.12, 0.99, 0, 0, 0, 4.38, 1.81, , , , 
1156.74, 1, 0, 0, , , 1, 1, , 1, 18.93, -0.51, -1.68, 0.11, 0.98, 0, 0, 0, 5.54, 2.77, , , , 
1156.996, 1, 0, 0, , , 1, 1, , 1, 18.93, -0.5, -1.65, 0.03, 0.98, 0, 0, 0, 3.71, 2.07, , , , 
1157.108, 1, 0, 0, , , 1, 1, , 1, 18.93, -0.49, -1.6, 0.12, 0.98, 0, 0, 0, 4.99, 2.13, , , , 
1157.268, 1, 0, 0, , , 1, 1, , 1, 18.94, -0.47, -1.54, 0.13, 0.98, 0, 0, 0, 4.73, 1.68, , , , 
1157.396, 1, 0, 0, , , 1, 1, , 1, 18.94, -0.43, -1.42, 0.29, 0.98, 0, 0, 0, 3.89, 1.85, , , , 
1157.604, 1, 0, 0, , , 1, 1, , 1, 18.94, -0.38, -1.26, 0.22, 0.98, 0, 0, 0, 5.34, 2.79, , , , 
1157.812, 1, 0, 0, , , 1, 1, , 1, 18.95, -0.29, -0.94, 0.44, 0.98, 0, 0, 0, 4.78, 1.31, , , , 
1157.924, 1, 0, 0, , , 1, 1, , 1, 18.95, -0.24, -0.8, 0.41, 0.98, 0, 0, 0, 4.4, 2.47, , , , 
1158.196, 1, 0, 0, , , 1, 1, , 1, 18.96, -0.17, -0.56, 0.25, 0.98, 0, 0, 0, 4.8, 2.36, , , , 
1158.34, 1, 0, 0, , , 1, 1, , 1, 18.96, -0.14, -0.45, 0.22, 0.98, 0, 0, 0, 5.12, 2.28, , , , 
1158.548, 1, 0, 0, , , 1, 1, , 1, 18.96, -0.12, -0.38, 0.12, 0.99, 0, 0, 0, 4.13, 1.76, , , , 
1158.82, 1, 0, 0, , , 1, 1, , 1, 18.97, -0.07, -0.22, 0.2, 0.98, 0, 0, 0, 4.53, 2.87, , , , 
1158.963, 1, 0, 0, , , 1, 1, , 1, 18.97, -0.03, -0.11, 0.26, 0.98, 0, 0, 0, 5.33, 1.48, , , , 
1159.124, 1, 0, 0, , , 1, 1, , 1, 18.97, 0, -0.01, 0.17, 0.98, 0, 0, 0, 4.34, 2.85, , , , 
1159.683, 1, 0, 0, , , 1, 1, , 1, 18.99, 0.14, 0.46, 0.25, 0.98, 0, 0, 0, 5.25, 1.11, , , , 
1159.795, 1, 0, 0, , , 1, 1, , 1, 18.99, 0.17, 0.55, 0.25, 0.98, 0, 0, 0, 3.7, 2.42, , , , 
1159.956, 1, 0, 0, , , 1, 1, , 1, 18.99, 0.19, 0.62, 0.11, 0.98, 0, 0, 0, 5.66, 2.25, , , , 
1160.067, 1, 0, 0, , , 1, 1, , 1, 18.99, 0.2, 0.67, 0.13, 0.98, 0, 0, 0, 4.35, 2.08, , , , 
1160.211, 1, 0, 0, , , 1, 1, , 1, 19, 0.21, 0.7, 0.09, 0.98, 0, 0, 0, 4.58, 1.74, , , , 
1160.34, 1, 0, 0, , , 1, 1, , 1, 19, 0.21, 0.7, 0.04, 0.98, 0, 0, 0, 5.28, 2.11, , , , 
1160.483, 1, 0, 0, , , 1, 1, , 1, 19, 0.21, 0.7, 0.02, 0.98, 0, 0, 0, 3.49, 2.42, , , , 
1160.595, 1, 0, 0, , , 1, 1, , 1, 19.01, 0.21, 0.69, -0.01, 0.98, 0, 0, 0, 4.94, 1.56, , , , 
1160.739, 1, 0, 0, , , 1, 1, , 1, 19.01, 0.2, 0.67, -0.04, 0.98, 0, 0, 0, 5.61, 2.54, , , , 
1160.963, 1, 0, 0, , , 1, 1, , 1, 19.01, 0.2, 0.65, 0, 0.98, 0, 0, 0, 4.82, 2.03, , , , 
1161.091, 1, 0, 0, , , 1, 1, , 1, 19.01, 0.19, 0.64, -0.05, 0.98, 0, 0, 0, 4.96, 2.13, , , , 
1161.235, 1, 0, 0, , , 1, 1, , 1, 19.02, 0.19, 0.61, -0.03, 0.98, 0, 0, 0, 4.28, 2.3, , , , 
1161.38, 1, 0, 0, , , 1, 1, , 1, 19.02, 0.17, 0.57, -0.11, 0.99, 0, 0, 0, 3.52, 1.05, , , , 
1161.555, 1, 0, 0, , , 1, 1, , 1, 19.03, 0.16, 0.52, -0.07, 0.98, 0, 0, 0, 4.85, 1.68, , , , 
1161.668, 1, 0, 0, , , 1, 1, , 1, 19.03, 0.14, 0.47, -0.15, 0.98, 0, 0, 0, 4.6, 1.94, , , , 
1161.812, 1, 0, 0, , , 1, 1, , 1, 19.03, 0.13, 0.42, -0.08, 0.98, 0, 0, 0, 3.78, 1.74, , , , 
1161.939, 1, 0, 0, , , 1, 1, , 1, 19.04, 0.12, 0.38, -0.11, 0.98, 0, 0, 0, 5.14, 1.62, , , , 
1162.083, 1, 0, 0, , , 1, 1, , 1, 19.04, 0.11, 0.36, -0.07, 0.98, 0, 0, 0, 4.34, 2.1, , , , 
1162.211, 1, 0, 0, , , 1, 1, , 1, 19.04, 0.11, 0.36, 0, 0.98, 0, 0, 0, 4.17, 1.45, , , , 
1162.355, 1, 0, 0, , , 1, 1, , 1, 19.04, 0.12, 0.38, 0.04, 0.98, 0, 0, 0, 4.8, 2.48, , , , 
1162.483, 1, 0, 0, , , 1, 1, , 1, 19.04, 0.13, 0.42, 0.05, 0.98, 0, 0, 0, 5.09, 2.11, , , , 
1162.691, 1, 0, 0, , , 1, 1, , 1, 19.05, 0.13, 0.43, 0.01, 0.98, 0, 0, 0, 4.74, 1.99, , , , 
1162.884, 1, 0, 0, , , 1, 1, , 1, 19.06, 0.15, 0.48, 0.09, 0.98, 0, 0, 0, 4.48, 2.07, , , , 
1163.379, 1, 0, 0, , , 1, 1, , 1, 19.07, 0.14, 0.47, -0.02, 0.98, 0, 0, 0, 3.92, 2.05, , , , 
1163.683, 1, 0, 0, , , 1, 1, , 1, 19.07, 0.14, 0.45, -0.01, 0.98, 0, 0, 0, 4.79, 2.43, , , , 
1163.955, 1, 0, 0, , , 1, 1, , 1, 19.08, 0.13, 0.42, -0.05, 0.98, 0, 0, 0, 4.93, 2.04, , , , 
1164.083, 1, 0, 0, , , 1, 1, , 1, 19.08, 0.12, 0.38, -0.11, 0.99, 0, 0, 0, 4.05, 1.81, , , , 
1164.227, 1, 0, 0, , , 1, 1, , 1, 19.08, 0.11, 0.35, -0.1, 0.98, 0, 0, 0, 4.83, 2.02, , , , 
1164.358, 1, 0, 0, , , 1, 1, , 1, 19.08, 0.1, 0.31, -0.11, 0.98, 0, 0, 0, 4.71, 2.42, , , , 
1164.499, 1, 0, 0, , , 1, 1, , 1, 19.09, 0.08, 0.27, -0.12, 0.98, 0, 0, 0, 4.49, 1.88, , , , 
1164.611, 1, 0, 0, , , 1, 1, , 1, 19.09, 0.07, 0.22, -0.11, 0.98, 0, 0, 0, 4.26, 1.34, , , , 
1164.771, 1, 0, 0, , , 1, 1, , 1, 19.09, 0.05, 0.18, -0.1, 0.98, 0, 0, 0, 5.07, 2.66, , , , 
1164.883, 1, 0, 0, , , 1, 1, , 1, 19.09, 0.04, 0.14, -0.08, 0.98, 0, 0, 0, 3.87, 1.25, , , , 
1165.026, 1, 0, 0, , , 1, 1, , 1, 19.1, 0.03, 0.1, -0.06, 0.98, 0, 0, 0, 4.24, 1.57, , , , 
1165.299, 1, 0, 0, , , 1, 1, , 1, 19.1, 0.01, 0.04, -0.07, 0.98, 0, 0, 0, 3.72, 1.11, , , , 
1165.507, 1, 0, 0, , , 1, 1, , 1, 19.11, 0, -0.01, -0.07, 0.98, 0, 0, 0, 4.69, 2.65, , , , 
1165.65, 1, 0, 0, , , 1, 1, , 1, 19.11, -0.02, -0.06, -0.12, 0.98, 0, 0, 0, 5.28, 2.08, , , , 
1165.826, 1, 0, 0, , , 1, 1, , 1, 19.11, -0.03, -0.11, -0.08, 0.98, 0, 0, 0, 4.1, 1.94, , , , 
1166.082, 1, 0, 0, , , 1, 1, , 1, 19.12, -0.07, -0.23, -0.16, 0.98, 1, 47.98688889, -81.84855652, 4.69, 2.88, , , , 
1166.227, 1, 0, 0, , , 1, 1, , 1, 19.12, -0.09, -0.28, -0.11, 0.99, 1, 47.98688889, -81.84855652, 4.33, 1.62, , , , 
1166.371, 1, 0, 0, , , 1, 1, , 1, 19.12, -0.1, -0.33, -0.06, 0.98, 1, 47.98688889, -81.84855652, 5.22, 2.67, , , , 
1167.17, 1, 0, 0, , , 1, 1, , 1, 19.14, -0.13, -0.44, -0.04, 0.98, 1, 47.98688889, -81.84855652, 4.72, 2.54, , , , 
1167.298, 1, 0, 0, , , 1, 1, , 1, 19.14, -0.14, -0.46, -0.07, 0.98, 1, 47.98688889, -81.84855652, 4.25, 1.48, , , , 
1167.443, 1, 0, 0, , , 1, 1, , 1, 19.14, -0.14, -0.47, -0.03, 0.98, 1, 47.98688889, -81.84855652, 3.83, 1.76, , , , 
1167.65, 1, 0, 0, , , 1, 1, , 1, 19.14, -0.15, -0.5, -0.07, 0.98, 1, 47.98688889, -81.84855652, 4.85, 1.91, , , , 
1167.795, 1, 0, 0, , , 1, 1, , 1, 19.15, -0.16, -0.54, -0.1, 0.98, 1, 47.98688889, -81.84855652, 4.23, 1.45, , , , 
1167.954, 1, 0, 0, , , 1, 1, , 1, 19.15, -0.17, -0.57, -0.08, 0.98, 1, 47.98688889, -81.84855652, 4.32, 2.22, , , , 
1168.178, 1, 0, 0, , , 1, 1, , 1, 19.15, -0.18, -0.6, -0.06, 0.98, 1, 47.9868927, -81.84855652, 4.92, 2.28, , , , 
1168.354, 1, 0, 0, , , 1, 1, , 1, 19.16, -0.21, -0.68, -0.15, 0.98, 1, 47.9868927, -81.84855652, 4.69, 2.19, , , , 
1168.514, 1, 0, 0, , , 1, 1, , 1, 19.16, -0.22, -0.71, -0.04, 0.98, 1, 47.9868927, -81.84855652, 4.66, 2.13, , , , 
1168.627, 1, 0, 0, , , 1, 1, , 1, 19.16, -0.22, -0.74, -0.04, 0.98, 1, 47.9868927, -81.84855652, 3.83, 1.91, , , , 
1168.898, 1, 0, 0, , , 1, 1, , 1, 19.17, -0.24, -0.8, -0.09, 0.98, 1, 47.9868927, -81.84855652, 4.52, 2.14, , , , 
1169.042, 1, 0, 0, , , 1, 1, , 1, 19.17, -0.25, -0.83, -0.1, 0.98, 1, 47.98689651, -81.84855652, 4.29, 1.77, , , , 
1169.17, 1, 0, 0, , , 1, 1, , 1, 19.17, -0.27, -0.88, -0.14, 0.98, 1, 47.98689651, -81.84855652, 4.88, 2.51, , , , 
1169.315, 1, 0, 0, , , 1, 1, , 1, 19.18, -0.28, -0.92, -0.07, 0.98, 1, 47.98689651, -81.84855652, 4.1, 2, , , , 
1169.426, 1, 0, 0, , , 1, 1, , 1, 19.18, -0.29, -0.95, -0.07, 0.98, 1, 47.98689651, -81.84855652, 4.74, 1.74, , , , 
1169.57, 1, 0, 0, , , 1, 1, , 1, 19.18, -0.3, -0.98, -0.07, 0.98, 1, 47.98689651, -81.84855652, 4.82, 2.39, , , , 
1169.794, 1, 0, 0, , , 1, 1, , 1, 19.18, -0.31, -1.02, -0.05, 0.98, 1, 47.98689651, -81.84855652, 3.97, 1.59, , , , 
1170.082, 1, 0, 0, , , 1, 1, , 1, 19.19, -0.32, -1.06, -0.05, 0.98, 1, 47.98689651, -81.84855652, 4.55, 2.31, , , , 
1170.226, 1, 0, 0, , , 1, 1, , 1, 19.19, -0.33, -1.09, -0.08, 0.99, 1, 47.98689651, -81.84855652, 4.13, 1.33, , , , 
1170.387, 1, 0, 0, , , 1, 1, , 1, 19.19, -0.34, -1.12, -0.06, 0.98, 1, 47.98689651, -81.84855652, 4.68, 2.1, , , , 
1170.642, 1, 0, 0, , , 1, 1, , 1, 19.2, -0.35, -1.16, -0.06, 0.98, 1, 47.98689651, -81.84855652, 4.41, 1.45, , , , 
1170.77, 1, 0, 0, , , 1, 1, , 1, 19.2, -0.36, -1.18, -0.08, 0.98, 1, 47.98689651, -81.84855652, 4.55, 2.42, , , , 
1170.914, 1, 0, 0, , , 1, 1, , 1, 19.2, -0.36, -1.18, -0.01, 0.98, 1, 47.98689651, -81.84855652, 4.35, 1.91, , , , 
1171.041, 1, 0, 0, , , 1, 1, , 1, 19.21, -0.36, -1.18, 0.01, 0.98, 1, 47.98690033, -81.84855652, 3.95, 1.62, , , , 
1171.186, 1, 0, 0, , , 1, 1, , 1, 19.21, -0.35, -1.16, 0.05, 0.98, 1, 47.98690033, -81.84855652, 4.74, 2.33, , , , 
1171.297, 1, 0, 0, , , 1, 1, , 1, 19.21, -0.34, -1.12, 0.07, 0.98, 1, 47.98690033, -81.84855652, 4.38, 1.65, , , , 
1171.457, 1, 0, 0, , , 1, 1, , 1, 19.21, -0.33, -1.08, 0.07, 0.98, 1, 47.98690033, -81.84855652, 4.28, 1.62, , , , 
1171.57, 1, 0, 0, , , 1, 1, , 1, 19.22, -0.31, -1.03, 0.14, 0.98, 1, 47.98690033, -81.84855652, 4.88, 2.48, , , , 
1171.713, 1, 0, 0, , , 1, 1, , 1, 19.22, -0.3, -0.98, 0.09, 0.98, 1, 47.98690033, -81.84855652, 4.18, 1.99, , , , 
1171.938, 1, 0, 0, , , 1, 1, , 1, 19.22, -0.28, -0.93, 0.07, 0.98, 1, 47.98690033, -81.84855652, 4.71, 1.94, , , , 
1172.049, 1, 0, 0, , , 1, 1, , 1, 19.22, -0.28, -0.92, 0.01, 0.98, 1, 47.98690414, -81.84855652, 4.98, 2.2, , , , 
1172.913, 1, 0, 0, , , 1, 1, , 1, 19.24, -0.3, -0.97, -0.02, 0.98, 1, 47.98690414, -81.84855652, 4.49, 2.19, , , , 
1173.058, 1, 0, 0, , , 1, 1, , 1, 19.24, -0.31, -1.01, -0.06, 0.98, 1, 47.98690414, -81.84855652, 4.03, 1.91, , , , 
1173.169, 1, 0, 0, , , 1, 1, , 1, 19.24, -0.31, -1.03, -0.03, 0.98, 1, 47.98690414, -81.84855652, 5.2, 2.42, , , , 
1173.313, 1, 0, 0, , , 1, 1, , 1, 19.24, -0.32, -1.04, -0.05, 0.98, 1, 47.98690414, -81.84855652, 4.41, 1.65, , , , 
1173.585, 1, 0, 0, , , 1, 1, , 1, 19.25, -0.3, -1, 0.06, 0.98, 1, 47.98690414, -81.84855652, 4.95, 2.2, , , , 
1173.809, 1, 0, 0, , , 1, 1, , 1, 19.25, -0.3, -0.98, 0, 0.98, 1, 47.98690414, -81.84855652, 4.37, 1.77, , , , 
1173.937, 1, 0, 0, , , 1, 1, , 1, 19.25, -0.29, -0.96, 0.07, 0.98, 1, 47.98690414, -81.84855652, 4.68, 2.11, , , , 
1174.081, 1, 0, 0, , , 1, 1, , 1, 19.25, -0.28, -0.91, 0.08, 0.98, 1, 47.98689651, -81.84856415, 4.7, 2.45, , , , 
1174.225, 1, 0, 0, , , 1, 1, , 1, 19.25, -0.27, -0.89, 0.06, 0.98, 1, 47.98689651, -81.84856415, 4.37, 2.08, , , , 
1174.385, 1, 0, 0, , , 1, 1, , 1, 19.26, -0.26, -0.87, 0.04, 0.98, 1, 47.98689651, -81.84856415, 4.86, 2.28, , , , 
1174.513, 1, 0, 0, , , 1, 1, , 1, 19.26, -0.26, -0.84, 0.03, 0.98, 1, 47.98689651, -81.84856415, 4.6, 2.08, , , , 
