time, flightMode, statIgniter1, statIgniter2, statIgniter3, statIgniter4, statAccelerometer, statBarometer, statGPS, statSD, temperature, altitude, altitude_ft, speed, acceleration, gps_fix, latitude, longitude, pitch, yaw, roll, batt1_mV, batt2_mV, batt3_mV
1296.38, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.13, 0.43, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.75, 2.02, , , , 
1296.652, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.12, 0.39, -0.05, 0.98, 1, 47.98683167, -81.84858704, 3.87, 1.45, , , , 
1296.764, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.11, 0.35, -0.11, 0.98, 1, 47.98683167, -81.84858704, 5.28, 3.16, , , , 
1296.924, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.1, 0.33, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.9, 1.77, , , , 
1297.133, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.09, 0.3, -0.04, 0.98, 1, 47.98683167, -81.84858704, 4.46, 2.5, , , , 
1297.245, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.09, 0.28, -0.04, 0.98, 1, 47.98683167, -81.84858704, 5.16, 2.9, , , , 
1297.404, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.08, 0.27, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.35, 2.02, , , , 
1297.533, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.08, 0.25, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.69, 2.53, , , , 
1297.708, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.08, 0.25, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.46, 2.51, , , , 
1297.981, 1, 0, 0, , , 1, 1, , 1, 20.91, 0.08, 0.28, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.29, 2.11, , , , 
1298.108, 1, 0, 0, , , 1, 1, , 1, 20.91, 0.09, 0.29, 0.07, 0.99, 1, 47.98683167, -81.84858704, 4.42, 1.16, , , , 
1298.252, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.12, 0.4, 0.23, 0.99, 1, 47.98683167, -81.84858704, 1.5, 3.88, , , , 
1298.381, 1, 0, 0, , , 1, 1, , 1, 20.87, 0.18, 0.59, 0.47, 0.98, 1, 47.98683167, -81.84858704, 2.93, 2.33, , , , 
1298.636, 1, 0, 0, , , 1, 1, , 1, 20.89, 0.26, 0.84, 0.3, 0.98, 1, 47.98683167, -81.84858704, 4.43, 1.65, , , , 
1298.78, 1, 0, 0, , , 1, 1, , 1, 20.9, 0.28, 0.91, 0.13, 0.98, 1, 47.98683167, -81.84858704, 3.5, 2.65, , , , 
1299.052, 1, 0, 0, , , 1, 1, , 1, 20.91, 0.3, 0.99, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.55, 2.05, , , , 
1299.66, 1, 0, 0, , , 1, 1, , 1, 20.92, 0.3, 0.98, 0, 0.98, 1, 47.98683167, -81.84858704, 3.6, 2.07, , , , 
1299.852, 1, 0, 0, , , 1, 1, , 1, 20.93, 0.29, 0.96, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.31, 3.01, , , , 
1299.964, 1, 0, 0, , , 1, 1, , 1, 20.93, 0.29, 0.94, -0.04, 0.98, 1, 47.98683167, -81.84858704, 5.54, 2.05, , , , 
1300.124, 1, 0, 0, , , 1, 1, , 1, 20.93, 0.28, 0.93, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.44, 1.65, , , , 
1300.252, 1, 0, 0, , , 1, 1, , 1, 20.93, 0.28, 0.91, -0.01, 0.98, 1, 47.98683167, -81.84858704, 4.09, 2.39, , , , 
1300.396, 1, 0, 0, , , 1, 1, , 1, 20.94, 0.28, 0.91, -0.03, 0.98, 1, 47.98683167, -81.84858704, 3.87, 3.16, , , , 
1300.508, 1, 0, 0, , , 1, 1, , 1, 20.94, 0.27, 0.89, -0.07, 0.98, 1, 47.98683167, -81.84858704, 6.02, 0.8, , , , 
1300.668, 1, 0, 0, , , 1, 1, , 1, 20.94, 0.27, 0.89, 0, 0.98, 1, 47.98683167, -81.84858704, 5.57, 2.05, , , , 
1300.78, 1, 0, 0, , , 1, 1, , 1, 20.94, 0.27, 0.87, -0.04, 0.98, 1, 47.98683167, -81.84858704, 4.14, 3.13, , , , 
1300.924, 1, 0, 0, , , 1, 1, , 1, 20.94, 0.26, 0.86, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.57, 1.42, , , , 
1301.052, 1, 0, 0, , , 1, 1, , 1, 20.95, 0.26, 0.84, -0.03, 0.98, 1, 47.98683167, -81.84858704, 5.34, 2.65, , , , 
1301.196, 1, 0, 0, , , 1, 1, , 1, 20.95, 0.25, 0.82, -0.08, 0.98, 1, 47.98683167, -81.84858704, 4.95, 2.94, , , , 
1301.324, 1, 0, 0, , , 1, 1, , 1, 20.95, 0.25, 0.82, 0, 0.98, 1, 47.98683167, -81.84858704, 4.86, 0.74, , , , 
1301.995, 1, 0, 0, , , 1, 1, , 1, 20.96, 0.27, 0.88, 0.03, 0.98, 1, 47.98683167, -81.84858704, 5.14, 2.88, , , , 
1302.108, 1, 0, 0, , , 1, 1, , 1, 20.96, 0.27, 0.88, -0.01, 0.98, 1, 47.98683167, -81.84858704, 5.15, 3.95, , , , 
1302.267, 1, 0, 0, , , 1, 1, , 1, 20.96, 0.27, 0.88, -0.01, 0.98, 1, 47.98683167, -81.84858704, 3.94, 1.08, , , , 
1302.379, 1, 0, 0, , , 1, 1, , 1, 20.96, 0.26, 0.85, -0.1, 0.98, 1, 47.98683167, -81.84858704, 4.67, 2.11, , , , 
1302.54, 1, 0, 0, , , 1, 1, , 1, 20.96, 0.25, 0.82, -0.06, 0.98, 1, 47.98683167, -81.84858704, 3.89, 1.79, , , , 
1302.651, 1, 0, 0, , , 1, 1, , 1, 20.97, 0.24, 0.78, -0.11, 0.99, 1, 47.98683167, -81.84858704, 3.63, 0.57, , , , 
1302.795, 1, 0, 0, , , 1, 1, , 1, 20.97, 0.23, 0.74, -0.1, 0.98, 1, 47.98683167, -81.84858704, 4.88, 2.73, , , , 
1302.923, 1, 0, 0, , , 1, 1, , 1, 20.97, 0.22, 0.72, -0.08, 0.98, 1, 47.98683167, -81.84858704, 4.71, 1.79, , , , 
1303.067, 1, 0, 0, , , 1, 1, , 1, 20.97, 0.22, 0.71, -0.03, 0.98, 1, 47.98683167, -81.84858704, 3.83, 1.74, , , , 
1303.196, 1, 0, 0, , , 1, 1, , 1, 20.97, 0.21, 0.7, -0.06, 0.98, 1, 47.98683167, -81.84858704, 5.15, 2.91, , , , 
1304.139, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.23, 0.76, 0.02, 0.98, 1, 47.98683167, -81.84858704, 5.06, 2.36, , , , 
1304.251, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.24, 0.78, 0.06, 0.98, 1, 47.98683167, -81.84858704, 3.78, 1.39, , , , 
1304.396, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.24, 0.77, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.58, 2.31, , , , 
1304.523, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.24, 0.77, -0.04, 0.98, 1, 47.98683167, -81.84858704, 4.88, 2.51, , , , 
1304.796, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.24, 0.78, -0.01, 0.98, 1, 47.98683167, -81.84858704, 5.4, 2.57, , , , 
1305.068, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.25, 0.82, 0.03, 0.98, 1, 47.98683167, -81.84858704, 3.98, 1.79, , , , 
1305.211, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.25, 0.8, -0.03, 0.98, 1, 47.98683167, -81.84858704, 5.51, 2.71, , , , 
1305.323, 1, 0, 0, , , 1, 1, , 1, 20.99, 0.24, 0.79, -0.09, 0.98, 1, 47.98683167, -81.84858704, 4.38, 2.05, , , , 
1305.548, 1, 0, 0, , , 1, 1, , 1, 21, 0.23, 0.76, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.16, 1.54, , , , 
1305.723, 1, 0, 0, , , 1, 1, , 1, 21, 0.23, 0.74, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.98, 2.68, , , , 
1305.995, 1, 0, 0, , , 1, 1, , 1, 21, 0.21, 0.7, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.32, 1.71, , , , 
1306.123, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.2, 0.67, -0.04, 0.98, 1, 47.98683167, -81.84858704, 5.17, 2.59, , , , 
1306.283, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.2, 0.65, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.49, 1.45, , , , 
1306.395, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.19, 0.61, -0.11, 0.98, 1, 47.98683167, -81.84858704, 4.32, 2.34, , , , 
1306.539, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.18, 0.59, -0.08, 0.98, 1, 47.98683167, -81.84858704, 5.01, 2.6, , , , 
1306.668, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.17, 0.55, -0.09, 0.98, 1, 47.98683167, -81.84858704, 4.41, 1.48, , , , 
1306.811, 1, 0, 0, , , 1, 1, , 1, 21.01, 0.16, 0.52, -0.08, 0.98, 1, 47.98683167, -81.84858704, 4.63, 2.57, , , , 
1306.939, 1, 0, 0, , , 1, 1, , 1, 21.02, 0.14, 0.48, -0.12, 0.98, 1, 47.98683167, -81.84858704, 4.6, 2.36, , , , 
1307.211, 1, 0, 0, , , 1, 1, , 1, 21.02, 0.13, 0.41, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.53, 1.91, , , , 
1307.355, 1, 0, 0, , , 1, 1, , 1, 21.02, 0.11, 0.36, -0.14, 0.98, 1, 47.98683167, -81.84858704, 3.78, 1.82, , , , 
1307.466, 1, 0, 0, , , 1, 1, , 1, 21.02, 0.1, 0.31, -0.13, 0.98, 1, 47.98683167, -81.84858704, 3.84, 1.68, , , , 
1308.139, 1, 0, 0, , , 1, 1, , 1, 21.03, 0.04, 0.12, -0.09, 0.98, 1, 47.98683167, -81.84858704, 4.16, 2.34, , , , 
1308.25, 1, 0, 0, , , 1, 1, , 1, 21.03, 0.03, 0.1, -0.09, 0.98, 1, 47.98683167, -81.84858704, 4.37, 3.16, , , , 
1308.523, 1, 0, 0, , , 1, 1, , 1, 21.03, 0.02, 0.05, -0.05, 0.98, 1, 47.98683167, -81.84858704, 5.66, 3.31, , , , 
1308.682, 1, 0, 0, , , 1, 1, , 1, 21.03, 0.01, 0.03, -0.06, 0.98, 1, 47.98683167, -81.84858704, 6.45, 0.17, , , , 
1308.954, 1, 0, 0, , , 1, 1, , 1, 21.04, 0, 0.01, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.15, 3.57, , , , 
1309.082, 1, 0, 0, , , 1, 1, , 1, 21.04, 0, 0, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.2, 1.93, , , , 
1309.227, 1, 0, 0, , , 1, 1, , 1, 21.04, 0, 0.01, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.1, 2.91, , , , 
1309.338, 1, 0, 0, , , 1, 1, , 1, 21.04, 0, 0.01, 0.03, 0.98, 1, 47.98683167, -81.84858704, 5.41, 2.2, , , , 
1309.498, 1, 0, 0, , , 1, 1, , 1, 21.04, 0.01, 0.03, 0.06, 0.98, 1, 47.98683167, -81.84858704, 4.95, 1.65, , , , 
1309.611, 1, 0, 0, , , 1, 1, , 1, 21.04, 0.01, 0.04, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.24, 2.42, , , , 
1309.754, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.02, 0.05, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.6, 2.39, , , , 
1309.979, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.02, 0.06, 0, 0.98, 1, 47.98683167, -81.84858704, 4.06, 1.62, , , , 
1310.106, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.02, 0.08, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.54, 2.22, , , , 
1310.266, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.03, 0.11, 0.08, 0.98, 1, 47.98683167, -81.84858704, 5.14, 2.02, , , , 
1310.395, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.04, 0.13, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4, 2.13, , , , 
1310.554, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.05, 0.16, 0.05, 0.98, 1, 47.98683167, -81.84858704, 5.09, 2.45, , , , 
1310.666, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.06, 0.19, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.78, 2.19, , , , 
1310.826, 1, 0, 0, , , 1, 1, , 1, 21.05, 0.06, 0.21, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.21, 1.68, , , , 
1311.098, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.08, 0.25, 0.06, 0.98, 1, 47.98683167, -81.84858704, 5.09, 2.19, , , , 
1311.21, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.09, 0.29, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.4, 2.76, , , , 
1311.354, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.1, 0.33, 0.08, 0.98, 1, 47.98683167, -81.84858704, 5.57, 2.19, , , , 
1311.482, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.11, 0.37, 0.09, 0.98, 1, 47.98683167, -81.84858704, 4.6, 2.68, , , , 
1311.626, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.12, 0.4, 0.09, 0.98, 1, 47.98683167, -81.84858704, 3.98, 2.48, , , , 
1311.754, 1, 0, 0, , , 1, 1, , 1, 21.06, 0.13, 0.44, 0.11, 0.98, 1, 47.98683167, -81.84858704, 4.94, 2.11, , , , 
1311.898, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.14, 0.46, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.15, 2.19, , , , 
1312.01, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.15, 0.48, 0.05, 0.98, 1, 47.98683167, -81.84858704, 3.9, 2.08, , , , 
1312.234, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.15, 0.5, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.77, 1.79, , , , 
1312.41, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.16, 0.54, 0.08, 0.98, 1, 47.98683167, -81.84858704, 3.7, 1.94, , , , 
1312.522, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.18, 0.57, 0.13, 0.98, 1, 47.98683167, -81.84858704, 4.03, 1.42, , , , 
1312.698, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.18, 0.6, 0.02, 0.98, 1, 47.98683167, -81.84858704, 3.95, 2.05, , , , 
1312.81, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.19, 0.63, 0.1, 0.98, 1, 47.98683167, -81.84858704, 3.92, 1.88, , , , 
1312.97, 1, 0, 0, , , 1, 1, , 1, 21.07, 0.2, 0.66, 0.06, 0.98, 1, 47.98683167, -81.84858704, 4.95, 2.02, , , , 
1313.082, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.2, 0.67, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.24, 2.79, , , , 
1313.242, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.21, 0.68, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.77, 1.74, , , , 
1313.498, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.2, 0.64, -0.06, 0.98, 1, 47.98683167, -81.84858704, 5.03, 1.85, , , , 
1313.626, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.18, 0.61, -0.12, 0.98, 1, 47.98683167, -81.84858704, 3.84, 2.19, , , , 
1313.77, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.17, 0.56, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.77, 2.14, , , , 
1313.897, 1, 0, 0, , , 1, 1, , 1, 21.08, 0.16, 0.54, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.49, 2.05, , , , 
1314.025, 1, 0, 0, , , 1, 1, , 1, 21.09, 0.16, 0.52, -0.01, 0.98, 1, 47.98683167, -81.84858704, 4.21, 1.99, , , , 
1314.265, 1, 0, 0, , , 1, 1, , 1, 21.09, 0.15, 0.5, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.86, 2.25, , , , 
1314.377, 1, 0, 0, , , 1, 1, , 1, 21.09, 0.15, 0.49, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.17, 2.19, , , , 
1314.554, 1, 0, 0, , , 1, 1, , 1, 21.09, 0.15, 0.48, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.55, 1.85, , , , 
1314.922, 1, 0, 0, , , 1, 1, , 1, 21.1, 0.13, 0.42, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.17, 1.99, , , , 
1315.097, 1, 0, 0, , , 1, 1, , 1, 21.1, 0.11, 0.37, -0.1, 0.98, 1, 47.98683167, -81.84858704, 4.64, 2.43, , , , 
1315.226, 1, 0, 0, , , 1, 1, , 1, 21.1, 0.11, 0.35, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.4, 1.74, , , , 
1315.369, 1, 0, 0, , , 1, 1, , 1, 21.1, 0.1, 0.32, -0.09, 0.98, 1, 47.98683167, -81.84858704, 4.54, 2.33, , , , 
1315.497, 1, 0, 0, , , 1, 1, , 1, 21.11, 0.09, 0.28, -0.11, 0.98, 1, 47.98683167, -81.84858704, 4.55, 2.25, , , , 
1315.769, 1, 0, 0, , , 1, 1, , 1, 21.11, 0.07, 0.24, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.77, 2.08, , , , 
1316.026, 1, 0, 0, , , 1, 1, , 1, 21.11, 0.07, 0.22, -0.01, 0.98, 1, 47.98683167, -81.84858704, 4.21, 1.99, , , , 
1316.394, 1, 0, 0, , , 1, 1, , 1, 21.11, 0.07, 0.23, 0, 0.98, 1, 47.98683167, -81.84858704, 4.23, 2.08, , , , 
1316.505, 1, 0, 0, , , 1, 1, , 1, 21.11, 0.07, 0.24, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.6, 1.93, , , , 
1316.697, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.08, 0.25, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.57, 2.56, , , , 
1316.921, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.08, 0.27, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.46, 1.99, , , , 
1317.081, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.1, 0.33, 0.12, 0.98, 1, 47.98683167, -81.84858704, 4.63, 2.36, , , , 
1317.241, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.1, 0.34, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.52, 2.02, , , , 
1317.369, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.11, 0.36, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.72, 2.28, , , , 
1317.513, 1, 0, 0, , , 1, 1, , 1, 21.12, 0.11, 0.37, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.66, 2.36, , , , 
1319.241, 1, 0, 0, , , 1, 1, , 1, 21.14, 0.23, 0.76, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.55, 1.48, , , , 
1319.512, 1, 0, 0, , , 1, 1, , 1, 21.14, 0.25, 0.83, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.94, 1.79, , , , 
1319.656, 1, 0, 0, , , 1, 1, , 1, 21.14, 0.26, 0.84, 0.05, 0.98, 1, 47.98683167, -81.84858704, 3.98, 2.11, , , , 
1319.77, 1, 0, 0, , , 1, 1, , 1, 21.14, 0.26, 0.87, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.24, 2.79, , , , 
1319.928, 1, 0, 0, , , 1, 1, , 1, 21.14, 0.27, 0.89, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.83, 2.45, , , , 
1320.04, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.29, 0.94, 0.15, 0.98, 1, 47.98683167, -81.84858704, 5.79, 2.08, , , , 
1320.248, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.31, 1.01, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.16, 2.74, , , , 
1320.425, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.32, 1.06, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.69, 1.71, , , , 
1320.696, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.35, 1.14, 0.11, 0.98, 1, 47.98683167, -81.84858704, 5.09, 1.65, , , , 
1320.825, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.36, 1.18, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.43, 2.11, , , , 
1321, 1, 0, 0, , , 1, 1, , 1, 21.15, 0.37, 1.21, 0.05, 0.98, 1, 47.98683167, -81.84858704, 4.06, 2.36, , , , 
1321.257, 1, 0, 0, , , 1, 1, , 1, 21.16, 0.38, 1.23, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.26, 2.08, , , , 
1321.384, 1, 0, 0, , , 1, 1, , 1, 21.16, 0.37, 1.23, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.41, 1.71, , , , 
1321.528, 1, 0, 0, , , 1, 1, , 1, 21.16, 0.38, 1.24, 0.05, 0.98, 1, 47.98683167, -81.84858704, 4.37, 2.11, , , , 
1321.912, 1, 0, 0, , , 1, 1, , 1, 21.16, 0.4, 1.3, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.89, 2.08, , , , 
1322.056, 1, 0, 0, , , 1, 1, , 1, 21.17, 0.41, 1.34, 0.05, 0.98, 1, 47.98683167, -81.84858704, 4.4, 2.11, , , , 
1322.184, 1, 0, 0, , , 1, 1, , 1, 21.17, 0.42, 1.37, 0.05, 0.98, 1, 47.98683167, -81.84858704, 4.44, 2.42, , , , 
1322.328, 1, 0, 0, , , 1, 1, , 1, 21.17, 0.43, 1.4, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.77, 2.31, , , , 
1322.552, 1, 0, 0, , , 1, 1, , 1, 21.17, 0.43, 1.42, 0.01, 0.98, 1, 47.98683167, -81.84858704, 4.67, 1.94, , , , 
1322.84, 1, 0, 0, , , 1, 1, , 1, 21.17, 0.46, 1.49, 0.09, 0.98, 1, 47.98683167, -81.84858704, 4.61, 2.54, , , , 
1322.952, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.46, 1.52, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.49, 2.36, , , , 
1323.112, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.47, 1.55, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.8, 2.28, , , , 
1323.24, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.48, 1.57, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.56, 2.03, , , , 
1323.4, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.49, 1.61, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.52, 2.22, , , , 
1323.528, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.51, 1.68, 0.17, 0.98, 1, 47.98683167, -81.84858704, 4.32, 2.28, , , , 
1323.784, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.55, 1.8, 0.15, 0.98, 1, 47.98683167, -81.84858704, 4.63, 1.88, , , , 
1323.928, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.56, 1.85, 0.1, 0.98, 1, 47.98683167, -81.84858704, 4.21, 2.11, , , , 
1324.2, 1, 0, 0, , , 1, 1, , 1, 21.18, 0.59, 1.94, 0.11, 0.98, 1, 47.98683167, -81.84858704, 4.38, 2.11, , , , 
1324.328, 1, 0, 0, , , 1, 1, , 1, 21.19, 0.6, 1.97, 0.08, 0.98, 1, 47.98683167, -81.84858704, 4.33, 2.03, , , , 
1324.472, 1, 0, 0, , , 1, 1, , 1, 21.19, 0.61, 1.99, 0.04, 0.98, 1, 47.98683167, -81.84858704, 4.55, 1.79, , , , 
1324.808, 1, 0, 0, , , 1, 1, , 1, 21.19, 0.6, 1.96, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.46, 2.25, , , , 
1325.08, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.59, 1.95, -0.02, 0.98, 1, 47.98683167, -81.84858704, 4.55, 2.39, , , , 
1325.239, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.59, 1.93, -0.01, 0.98, 1, 47.98683167, -81.84858704, 4.47, 2.05, , , , 
1325.384, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.58, 1.91, -0.06, 0.98, 1, 47.98683167, -81.84858704, 4.29, 2.25, , , , 
1325.544, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.58, 1.89, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.46, 2.31, , , , 
1325.655, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.57, 1.88, -0.07, 0.98, 1, 47.98683167, -81.84858704, 4.63, 1.94, , , , 
1325.816, 1, 0, 0, , , 1, 1, , 1, 21.2, 0.57, 1.88, 0.02, 0.98, 1, 47.98683167, -81.84858704, 4.43, 2.27, , , , 
1326.071, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.56, 1.85, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.27, 2.08, , , , 
1326.2, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.55, 1.82, -0.05, 0.98, 1, 47.98683167, -81.84858704, 4.69, 2.08, , , , 
1326.343, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.54, 1.79, -0.04, 0.98, 1, 47.98683167, -81.84858704, 4.37, 2.05, , , , 
1326.471, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.54, 1.76, -0.03, 0.98, 1, 47.98683167, -81.84858704, 4.3, 2.08, , , , 
1326.6, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.52, 1.72, -0.12, 0.98, 1, 47.98683167, -81.84858704, 4.46, 2.25, , , , 
1326.727, 1, 0, 0, , , 1, 1, , 1, 21.21, 0.52, 1.7, 0, 0.98, 1, 47.98683167, -81.84858704, 4.38, 1.94, , , , 
1327.111, 1, 0, 0, , , 1, 1, , 1, 21.22, 0.52, 1.71, 0, 0.98, 1, 47.98683167, -81.84858704, 4.6, 2.48, , , , 
1327.352, 1, 0, 0, , , 1, 1, , 1, 21.22, 0.53, 1.73, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.49, 2.28, , , , 
1327.495, 1, 0, 0, , , 1, 1, , 1, 21.22, 0.55, 1.8, 0.14, 0.98, 1, 47.98683167, -81.84858704, 4.83, 2.22, , , , 
1327.672, 1, 0, 0, , , 1, 1, , 1, 21.22, 0.56, 1.84, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.55, 1.88, , , , 
1328.759, 1, 0, 0, , , 1, 1, , 1, 21.24, 0.61, 2, 0.05, 0.98, 1, 47.98683167, -81.84858704, 4.54, 2.02, , , , 
1328.872, 1, 0, 0, , , 1, 1, , 1, 21.24, 0.62, 2.03, 0.07, 0.98, 1, 47.98683167, -81.84858704, 4.66, 1.88, , , , 
1329.095, 1, 0, 0, , , 1, 1, , 1, 21.24, 0.63, 2.05, 0.03, 0.98, 1, 47.98683167, -81.84858704, 4.29, 2.3, , , , 
